,Unnamed: 0,id,date,city_name,city_state,voting_intentions
491,491.0,P1,04/09/2022,Itabaianinha,SE,A
492,492.0,P1,04/09/2022,Mogi Guaçu,SP,A
493,493.0,P1,04/09/2022,Belmiro Braga,MG,B
494,494.0,P1,04/09/2022,Mossoró,RN,A
495,495.0,P1,04/09/2022,Tatuí,SP,B
496,496.0,P1,04/09/2022,São Paulo,SP,A
497,497.0,P1,04/09/2022,Macapá,AP,A
498,498.0,P1,04/09/2022,Brasília,DF,B
499,499.0,P1,04/09/2022,Rolim de Moura,RO,B
500,500.0,P1,04/09/2022,Leme,SP,A
501,501.0,P1,04/09/2022,Cacoal,RO,B
502,502.0,P1,04/09/2022,São João da Baliza,RR,B
503,503.0,P1,04/09/2022,Matozinhos,MG,A
504,504.0,P1,04/09/2022,Brasília,DF,A
505,505.0,P1,04/09/2022,Paraíso,SC,B
506,506.0,P1,04/09/2022,Maceió,AL,A
507,507.0,P1,04/09/2022,São José dos Pinhais,PR,B
508,508.0,P1,04/09/2022,São Paulo,SP,A
509,509.0,P1,04/09/2022,Nova Canaã do Norte,MT,A
510,510.0,P1,04/09/2022,Pimenta Bueno,RO,B
511,511.0,P1,04/09/2022,Milhã,CE,A
512,512.0,P1,04/09/2022,Formosa do Oeste,PR,A
513,513.0,P1,04/09/2022,Glória de Dourados,MS,A
514,514.0,P1,04/09/2022,Teresina,PI,A
515,515.0,P1,04/09/2022,Rio de Janeiro,RJ,B
516,516.0,P1,04/09/2022,Matão,SP,B
517,517.0,P1,04/09/2022,Rio Branco,AC,B
518,518.0,P1,04/09/2022,Chopinzinho,PR,B
519,519.0,P1,04/09/2022,Piripiri,PI,A
520,520.0,P1,04/09/2022,Nova Xavantina,MT,A
521,521.0,P1,04/09/2022,Caiçara,RS,A
522,522.0,P1,04/09/2022,Maceió,AL,A
523,523.0,P1,04/09/2022,Varginha,MG,A
524,524.0,P1,04/09/2022,Lassance,MG,B
525,525.0,P1,04/09/2022,Mossoró,RN,A
526,526.0,P1,04/09/2022,Brasília,DF,B
527,527.0,P1,04/09/2022,Forquilha,CE,B
528,528.0,P1,04/09/2022,Brusque,SC,B
529,529.0,P1,04/09/2022,Itaguatins,TO,A
530,530.0,P1,04/09/2022,Santa Cruz do Capibaribe,PE,B
531,531.0,P1,04/09/2022,Rio das Ostras,RJ,B
532,532.0,P1,04/09/2022,Juru,PB,A
533,533.0,P1,04/09/2022,Serrita,PE,A
534,534.0,P1,04/09/2022,Piraquara,PR,A
535,535.0,P1,04/09/2022,Forquilha,CE,B
536,536.0,P1,04/09/2022,Piatã,BA,B
537,537.0,P1,04/09/2022,Divina Pastora,SE,A
538,538.0,P1,04/09/2022,Clevelândia,PR,B
539,539.0,P1,04/09/2022,Alto Alegre,RR,B
540,540.0,P1,04/09/2022,Lagoa da Canoa,AL,A
541,541.0,P1,04/09/2022,Porto Grande,AP,B
542,542.0,P1,04/09/2022,Franco da Rocha,SP,B
543,543.0,P1,04/09/2022,Mossoró,RN,A
544,544.0,P1,04/09/2022,Campo Novo de Rondônia,RO,B
545,545.0,P1,04/09/2022,Hugo Napoleão,PI,B
546,546.0,P1,04/09/2022,Maceió,AL,A
547,547.0,P1,04/09/2022,Rio das Ostras,RJ,A
548,548.0,P1,04/09/2022,São Roque do Canaã,ES,B
549,549.0,P1,04/09/2022,Palmas,TO,A
550,550.0,P1,04/09/2022,Feira da Mata,BA,A
551,551.0,P1,04/09/2022,Alta Floresta D'Oeste,RO,B
552,552.0,P1,04/09/2022,Manaquiri,AM,A
553,553.0,P1,04/09/2022,Batayporã,MS,A
554,554.0,P1,04/09/2022,Novo Cabrais,RS,A
555,555.0,P1,04/09/2022,Salto do Céu,MT,B
556,556.0,P1,04/09/2022,Porto Walter,AC,B
557,557.0,P1,04/09/2022,Sossêgo,PB,A
558,558.0,P1,04/09/2022,Itanhomi,MG,A
559,559.0,P1,04/09/2022,Barão de Melgaço,MT,B
560,560.0,P1,04/09/2022,Medina,MG,A
561,561.0,P1,04/09/2022,Corumbá,MS,B
562,562.0,P1,04/09/2022,Jatobá do Piauí,PI,A
563,563.0,P1,04/09/2022,Senador Guiomard,AC,B
564,564.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
565,565.0,P1,04/09/2022,Guarulhos,SP,B
566,566.0,P1,04/09/2022,Rio de Janeiro,RJ,A
567,567.0,P1,04/09/2022,Camalaú,PB,B
568,568.0,P1,04/09/2022,Santa Luzia,PB,B
569,569.0,P1,04/09/2022,Manaquiri,AM,A
570,570.0,P1,04/09/2022,Alto Alegre,RR,B
571,571.0,P1,04/09/2022,Tarauacá,AC,B
572,572.0,P1,04/09/2022,Limoeiro de Anadia,AL,A
573,573.0,P1,04/09/2022,Nova Brasilândia D'Oeste,RO,A
574,574.0,P1,04/09/2022,Bujari,AC,B
575,575.0,P1,04/09/2022,Aracitaba,MG,B
576,576.0,P1,04/09/2022,Mercedes,PR,A
577,577.0,P1,04/09/2022,Nova Friburgo,RJ,B
578,578.0,P1,04/09/2022,Petrolina,PE,A
579,579.0,P1,04/09/2022,Taquarana,AL,B
580,580.0,P1,04/09/2022,Porto Walter,AC,B
581,581.0,P1,04/09/2022,Timon,MA,A
582,582.0,P1,04/09/2022,Deputado Irapuan Pinheiro,CE,A
583,583.0,P1,04/09/2022,São Lourenço,MG,A
584,584.0,P1,04/09/2022,Anadia,AL,A
585,585.0,P1,04/09/2022,Guajará-Mirim,RO,A
586,586.0,P1,04/09/2022,Rio Branco,AC,B
587,587.0,P1,04/09/2022,Turilândia,MA,B
588,588.0,P1,04/09/2022,Santo Inácio,PR,B
589,589.0,P1,04/09/2022,Jacareacanga,PA,A
590,590.0,P1,04/09/2022,Tomar do Geru,SE,B
591,591.0,P1,04/09/2022,Palestina do Pará,PA,B
592,592.0,P1,04/09/2022,Água Preta,PE,A
593,593.0,P1,04/09/2022,Cravinhos,SP,A
594,594.0,P1,04/09/2022,São Manuel,SP,B
595,595.0,P1,04/09/2022,Santa Maria das Barreiras,PA,A
596,596.0,P1,04/09/2022,Vanini,RS,B
597,597.0,P1,04/09/2022,Maceió,AL,A
598,598.0,P1,04/09/2022,Aracruz,ES,B
599,599.0,P1,04/09/2022,Pedra,PE,A
600,600.0,P1,04/09/2022,São Domingos,SC,A
601,601.0,P1,04/09/2022,Ribeirão das Neves,MG,A
602,602.0,P1,04/09/2022,Feijó,AC,A
603,603.0,P1,04/09/2022,Aracaju,SE,A
604,604.0,P1,04/09/2022,Talismã,TO,A
605,605.0,P1,04/09/2022,Vila Velha,ES,B
606,606.0,P1,04/09/2022,Cachoeira Dourada,GO,B
607,607.0,P1,04/09/2022,Porto Walter,AC,B
608,608.0,P1,04/09/2022,Alto Feliz,RS,B
609,609.0,P1,04/09/2022,Augustinópolis,TO,B
610,610.0,P1,04/09/2022,Rio Grande,RS,A
611,611.0,P1,04/09/2022,Capixaba,AC,B
612,612.0,P1,04/09/2022,Itapuã do Oeste,RO,B
613,613.0,P1,04/09/2022,Areia Branca,RN,B
614,614.0,P1,04/09/2022,Aquidabã,SE,B
615,615.0,P1,04/09/2022,Porto Velho,RO,B
616,616.0,P1,04/09/2022,Camalaú,PB,A
617,617.0,P1,04/09/2022,Cantá,RR,B
618,618.0,P1,04/09/2022,Alexandria,RN,A
619,619.0,P1,04/09/2022,Santana do Araguaia,PA,A
620,620.0,P1,04/09/2022,Baraúna,PB,A
621,621.0,P1,04/09/2022,Jordão,AC,A
622,622.0,P1,04/09/2022,São Vicente do Sul,RS,A
623,623.0,P1,04/09/2022,Campo Grande,MS,A
624,624.0,P1,04/09/2022,Assis Brasil,AC,B
625,625.0,P1,04/09/2022,Araguanã,TO,B
626,626.0,P1,04/09/2022,Duas Barras,RJ,B
627,627.0,P1,04/09/2022,Ibirajuba,PE,A
628,628.0,P1,04/09/2022,São Luís,MA,B
629,629.0,P1,04/09/2022,Itaipé,MG,B
630,630.0,P1,04/09/2022,Marechal Deodoro,AL,A
631,631.0,P1,04/09/2022,Sorocaba,SP,A
632,632.0,P1,04/09/2022,Faxinal,PR,A
633,633.0,P1,04/09/2022,Aquidabã,SE,B
634,634.0,P1,04/09/2022,Santa Luzia D'Oeste,RO,B
635,635.0,P1,04/09/2022,Anadia,AL,A
636,636.0,P1,04/09/2022,Santo Antônio de Goiás,GO,A
637,637.0,P1,04/09/2022,Doutor Severiano,RN,A
638,638.0,P1,04/09/2022,Aracaju,SE,B
639,639.0,P1,04/09/2022,Nova Iguaçu,RJ,A
640,640.0,P1,04/09/2022,Serra,ES,B
641,641.0,P1,04/09/2022,São Paulo,SP,B
642,642.0,P1,04/09/2022,Chuí,RS,B
643,643.0,P1,04/09/2022,Diadema,SP,A
644,644.0,P1,04/09/2022,Rio Branco,AC,B
645,645.0,P1,04/09/2022,Guarulhos,SP,B
646,646.0,P1,04/09/2022,Jaboatão dos Guararapes,PE,B
647,647.0,P1,04/09/2022,Camalaú,PB,B
648,648.0,P1,04/09/2022,Almirante Tamandaré,PR,B
649,649.0,P1,04/09/2022,Rio Tinto,PB,A
650,650.0,P1,04/09/2022,Brejetuba,ES,A
651,651.0,P1,04/09/2022,Mossoró,RN,B
652,652.0,P1,04/09/2022,Embaúba,SP,A
653,653.0,P1,04/09/2022,Rondonópolis,MT,A
654,654.0,P1,04/09/2022,Santa Cruz da Baixa Verde,PE,A
655,655.0,P1,04/09/2022,Araruna,PR,A
656,656.0,P1,04/09/2022,Várzea Paulista,SP,B
657,657.0,P1,04/09/2022,Consolação,MG,A
658,658.0,P1,04/09/2022,Jaru,RO,A
659,659.0,P1,04/09/2022,Rio das Ostras,RJ,B
660,660.0,P1,04/09/2022,Goiânia,GO,A
661,661.0,P1,04/09/2022,Cacoal,RO,B
662,662.0,P1,04/09/2022,Nhamundá,AM,B
663,663.0,P1,04/09/2022,Cabixi,RO,B
664,664.0,P1,04/09/2022,Córrego Fundo,MG,B
665,665.0,P1,04/09/2022,Anadia,AL,B
666,666.0,P1,04/09/2022,Floresta,PE,A
667,667.0,P1,04/09/2022,São Joaquim,SC,A
668,668.0,P1,04/09/2022,Catuípe,RS,B
669,669.0,P1,04/09/2022,Mato Grosso,PB,A
670,670.0,P1,04/09/2022,Conselheiro Lafaiete,MG,B
671,671.0,P1,04/09/2022,Rio de Janeiro,RJ,A
672,672.0,P1,04/09/2022,Porto Real,RJ,B
673,673.0,P1,04/09/2022,Barra do Bugres,MT,B
674,674.0,P1,04/09/2022,Brasília,DF,B
675,675.0,P1,04/09/2022,Campinápolis,MT,A
676,676.0,P1,04/09/2022,Maracás,BA,A
677,677.0,P1,04/09/2022,São Paulo,SP,A
678,678.0,P1,04/09/2022,São Domingos do Norte,ES,A
679,679.0,P1,04/09/2022,Belém do Brejo do Cruz,PB,B
680,680.0,P1,04/09/2022,Boa Vista do Ramos,AM,A
681,681.0,P1,04/09/2022,Jacuizinho,RS,A
682,682.0,P1,04/09/2022,Balneário Barra do Sul,SC,A
683,683.0,P1,04/09/2022,Vicência,PE,A
684,684.0,P1,04/09/2022,Rio de Janeiro,RJ,A
685,685.0,P1,04/09/2022,Laranjal do Jari,AP,B
686,686.0,P1,04/09/2022,Figueirópolis,TO,A
687,687.0,P1,04/09/2022,Goiatins,TO,B
688,688.0,P1,04/09/2022,Cidelândia,MA,B
689,689.0,P1,04/09/2022,Jumirim,SP,B
690,690.0,P1,04/09/2022,Maceió,AL,A
691,691.0,P1,04/09/2022,Manaus,AM,B
692,692.0,P1,04/09/2022,Rio das Ostras,RJ,A
693,693.0,P1,04/09/2022,Itacajá,TO,A
694,694.0,P1,04/09/2022,Maragogi,AL,A
695,695.0,P1,04/09/2022,Rio Branco,AC,B
696,696.0,P1,04/09/2022,Fortaleza,CE,A
697,697.0,P1,04/09/2022,Fortaleza,CE,A
698,698.0,P1,04/09/2022,Natal,RN,A
699,699.0,P1,04/09/2022,Itaquaquecetuba,SP,A
700,700.0,P1,04/09/2022,São Paulo,SP,B
701,701.0,P1,04/09/2022,Nossa Senhora da Glória,SE,B
702,702.0,P1,04/09/2022,Itaporã,MS,B
703,703.0,P1,04/09/2022,São Domingos do Araguaia,PA,B
704,704.0,P1,04/09/2022,Guarujá,SP,B
705,705.0,P1,04/09/2022,Pirambu,SE,A
706,706.0,P1,04/09/2022,Pomerode,SC,B
707,707.0,P1,04/09/2022,Passo de Camaragibe,AL,B
708,708.0,P1,04/09/2022,Pracuúba,AP,B
709,709.0,P1,04/09/2022,Ji-Paraná,RO,B
710,710.0,P1,04/09/2022,Carapicuíba,SP,A
711,711.0,P1,04/09/2022,Riachão do Bacamarte,PB,A
712,712.0,P1,04/09/2022,Itabaiana,SE,A
713,713.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
714,714.0,P1,04/09/2022,Itabela,BA,B
715,715.0,P1,04/09/2022,Palmeira dos Índios,AL,B
716,716.0,P1,04/09/2022,Sertânia,PE,A
717,717.0,P1,04/09/2022,Senador Guiomard,AC,A
718,718.0,P1,04/09/2022,Vila Velha,ES,B
719,719.0,P1,04/09/2022,Rio de Janeiro,RJ,A
720,720.0,P1,04/09/2022,Água Limpa,GO,B
721,721.0,P1,04/09/2022,Flor do Sertão,SC,A
722,722.0,P1,04/09/2022,Goiânia,GO,A
723,723.0,P1,04/09/2022,Santa Rita,PB,A
724,724.0,P1,04/09/2022,Serra Nova Dourada,MT,B
725,725.0,P1,04/09/2022,Itajubá,MG,B
726,726.0,P1,04/09/2022,Itapevi,SP,A
727,727.0,P1,04/09/2022,Placas,PA,A
728,728.0,P1,04/09/2022,Jaboatão dos Guararapes,PE,B
729,729.0,P1,04/09/2022,Arapiraca,AL,A
730,730.0,P1,04/09/2022,São Bernardino,SC,B
731,731.0,P1,04/09/2022,Xambrê,PR,A
732,732.0,P1,04/09/2022,Arapeí,SP,B
733,733.0,P1,04/09/2022,Duas Barras,RJ,B
734,734.0,P1,04/09/2022,Rio Branco,AC,B
735,735.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
736,736.0,P1,04/09/2022,Itapecerica da Serra,SP,A
737,737.0,P1,04/09/2022,Nova Mutum,MT,B
738,738.0,P1,04/09/2022,Pompéu,MG,A
739,739.0,P1,04/09/2022,Brasília,DF,A
740,740.0,P1,04/09/2022,Consolação,MG,A
741,741.0,P1,04/09/2022,Nova Santa Rita,PI,B
742,742.0,P1,04/09/2022,Itapecerica da Serra,SP,A
743,743.0,P1,04/09/2022,Antônio Cardoso,BA,A
744,744.0,P1,04/09/2022,Pacaembu,SP,A
745,745.0,P1,04/09/2022,Zé Doca,MA,A
746,746.0,P1,04/09/2022,Branquinha,AL,B
747,747.0,P1,04/09/2022,Juramento,MG,A
748,748.0,P1,04/09/2022,Forquilha,CE,A
749,749.0,P1,04/09/2022,Santa Isabel do Rio Negro,AM,A
750,750.0,P1,04/09/2022,Jericó,PB,A
751,751.0,P1,04/09/2022,Recife,PE,A
752,752.0,P1,04/09/2022,Rio de Janeiro,RJ,B
753,753.0,P1,04/09/2022,São Francisco de Assis,RS,B
754,754.0,P1,04/09/2022,Santa Cruz da Baixa Verde,PE,B
755,755.0,P1,04/09/2022,Laranjal do Jari,AP,A
756,756.0,P1,04/09/2022,Maceió,AL,A
757,757.0,P1,04/09/2022,Trombudo Central,SC,A
758,758.0,P1,04/09/2022,Carlópolis,PR,B
759,759.0,P1,04/09/2022,Manaus,AM,B
760,760.0,P1,04/09/2022,Maria Helena,PR,A
761,761.0,P1,04/09/2022,Manaus,AM,B
762,762.0,P1,04/09/2022,Ribeirão Pires,SP,A
763,763.0,P1,04/09/2022,Porto Walter,AC,B
764,764.0,P1,04/09/2022,Serra do Mel,RN,A
765,765.0,P1,04/09/2022,Ribeirão Pires,SP,B
766,766.0,P1,04/09/2022,Bento Gonçalves,RS,B
767,767.0,P1,04/09/2022,Iguatemi,MS,A
768,768.0,P1,04/09/2022,Brejetuba,ES,A
769,769.0,P1,04/09/2022,Abaetetuba,PA,B
770,770.0,P1,04/09/2022,Rio de Janeiro,RJ,B
771,771.0,P1,04/09/2022,Rio das Ostras,RJ,B
772,772.0,P1,04/09/2022,Itapipoca,CE,A
773,773.0,P1,04/09/2022,Fátima do Sul,MS,A
774,774.0,P1,04/09/2022,Barcarena,PA,B
775,775.0,P1,04/09/2022,Monte Santo de Minas,MG,A
776,776.0,P1,04/09/2022,Petrolândia,PE,A
777,777.0,P1,04/09/2022,Campo Alegre,AL,B
778,778.0,P1,04/09/2022,São Paulo,SP,A
779,779.0,P1,04/09/2022,Ouro Preto do Oeste,RO,B
780,780.0,P1,04/09/2022,Piúma,ES,B
781,781.0,P1,04/09/2022,Pedro Gomes,MS,B
782,782.0,P1,04/09/2022,Caratinga,MG,A
783,783.0,P1,04/09/2022,Tatuí,SP,B
784,784.0,P1,04/09/2022,Manaquiri,AM,A
785,785.0,P1,04/09/2022,Castanhal,PA,B
786,786.0,P1,04/09/2022,João Pessoa,PB,A
787,787.0,P1,04/09/2022,Pracuúba,AP,B
788,788.0,P1,04/09/2022,Itabaiana,PB,A
789,789.0,P1,04/09/2022,Recife,PE,A
790,790.0,P1,04/09/2022,Canguçu,RS,A
791,791.0,P1,04/09/2022,Nossa Senhora de Lourdes,SE,B
792,792.0,P1,04/09/2022,Tuiuti,SP,A
793,793.0,P1,04/09/2022,Vilhena,RO,A
794,794.0,P1,04/09/2022,Junqueirópolis,SP,B
795,795.0,P1,04/09/2022,Porto Walter,AC,B
796,796.0,P1,04/09/2022,Borborema,PB,A
797,797.0,P1,04/09/2022,Aparecida de Goiânia,GO,B
798,798.0,P1,04/09/2022,Angelândia,MG,A
799,799.0,P1,04/09/2022,Oiapoque,AP,B
800,800.0,P1,04/09/2022,Garuva,SC,A
801,801.0,P1,04/09/2022,Alto Alegre,RR,B
802,802.0,P1,04/09/2022,Varzedo,BA,A
803,803.0,P1,04/09/2022,Rio das Ostras,RJ,B
804,804.0,P1,04/09/2022,Capela,AL,A
805,805.0,P1,04/09/2022,Cubatão,SP,A
806,806.0,P1,04/09/2022,Joinville,SC,B
807,807.0,P1,04/09/2022,Piraquara,PR,A
808,808.0,P1,04/09/2022,Nísia Floresta,RN,B
809,809.0,P1,04/09/2022,Tijucas do Sul,PR,B
810,810.0,P1,04/09/2022,Pimenteiras,PI,A
811,811.0,P1,04/09/2022,Porto Grande,AP,A
812,812.0,P1,04/09/2022,Xapuri,AC,A
813,813.0,P1,04/09/2022,Itueta,MG,A
814,814.0,P1,04/09/2022,Maravilha,AL,B
815,815.0,P1,04/09/2022,Santa Cruz de Salinas,MG,B
816,816.0,P1,04/09/2022,Palmas,TO,B
817,817.0,P1,04/09/2022,Macapá,AP,B
818,818.0,P1,04/09/2022,São Paulo,SP,A
819,819.0,P1,04/09/2022,Manaus,AM,A
820,820.0,P1,04/09/2022,Aquidabã,SE,A
821,821.0,P1,04/09/2022,Ji-Paraná,RO,A
822,822.0,P1,04/09/2022,Flor do Sertão,SC,B
823,823.0,P1,04/09/2022,Maceió,AL,B
824,824.0,P1,04/09/2022,Vilhena,RO,B
825,825.0,P1,04/09/2022,Petrolina,PE,A
826,826.0,P1,04/09/2022,Assis,SP,B
827,827.0,P1,04/09/2022,Floresta do Araguaia,PA,A
828,828.0,P1,04/09/2022,Arapiraca,AL,A
829,829.0,P1,04/09/2022,Jandaia,GO,A
830,830.0,P1,04/09/2022,Salvador,BA,B
831,831.0,P1,04/09/2022,Sidrolândia,MS,A
832,832.0,P1,04/09/2022,Itapema,SC,B
833,833.0,P1,04/09/2022,Ribeirão Preto,SP,A
834,834.0,P1,04/09/2022,Novo Mundo,MT,B
835,835.0,P1,04/09/2022,Itaguaí,RJ,B
836,836.0,P1,04/09/2022,Sítio do Quinto,BA,A
837,837.0,P1,04/09/2022,Palmas,TO,A
838,838.0,P1,04/09/2022,Campo Grande,MS,B
839,839.0,P1,04/09/2022,Vale de São Domingos,MT,B
840,840.0,P1,04/09/2022,Caxambu do Sul,SC,B
841,841.0,P1,04/09/2022,Campina do Monte Alegre,SP,B
842,842.0,P1,04/09/2022,Trairi,CE,A
843,843.0,P1,04/09/2022,Pombal,PB,A
844,844.0,P1,04/09/2022,Manaquiri,AM,B
845,845.0,P1,04/09/2022,Bujari,AC,B
846,846.0,P1,04/09/2022,Campo Formoso,BA,A
847,847.0,P1,04/09/2022,Belford Roxo,RJ,A
848,848.0,P1,04/09/2022,Sena Madureira,AC,B
849,849.0,P1,04/09/2022,Aparecida do Taboado,MS,A
850,850.0,P1,04/09/2022,Colombo,PR,A
851,851.0,P1,04/09/2022,Bayeux,PB,A
852,852.0,P1,04/09/2022,Manaus,AM,B
853,853.0,P1,04/09/2022,Tucuruí,PA,A
854,854.0,P1,04/09/2022,Camapuã,MS,A
855,855.0,P1,04/09/2022,São Miguel Arcanjo,SP,A
856,856.0,P1,04/09/2022,São Miguel Arcanjo,SP,B
857,857.0,P1,04/09/2022,São Paulo,SP,B
858,858.0,P1,04/09/2022,Lago da Pedra,MA,A
859,859.0,P1,04/09/2022,Júlio Mesquita,SP,B
860,860.0,P1,04/09/2022,Macapá,AP,A
861,861.0,P1,04/09/2022,Palmitinho,RS,A
862,862.0,P1,04/09/2022,Joca Marques,PI,A
863,863.0,P1,04/09/2022,Guaraí,TO,A
864,864.0,P1,04/09/2022,São Paulo,SP,A
865,865.0,P1,04/09/2022,Nova Andradina,MS,A
866,866.0,P1,04/09/2022,Limeira,SP,A
867,867.0,P1,04/09/2022,Santana do Maranhão,MA,B
868,868.0,P1,04/09/2022,Nova Friburgo,RJ,B
869,869.0,P1,04/09/2022,Pimenta Bueno,RO,B
870,870.0,P1,04/09/2022,Macapá,AP,A
871,871.0,P1,04/09/2022,Tupirama,TO,A
872,872.0,P1,04/09/2022,Passo do Sobrado,RS,B
873,873.0,P1,04/09/2022,Corumbá,MS,B
874,874.0,P1,04/09/2022,Manaquiri,AM,B
875,875.0,P1,04/09/2022,Itaquitinga,PE,A
876,876.0,P1,04/09/2022,Nilópolis,RJ,A
877,877.0,P1,04/09/2022,São Paulo,SP,B
878,878.0,P1,04/09/2022,Dourados,MS,A
879,879.0,P1,04/09/2022,Mossoró,RN,A
880,880.0,P1,04/09/2022,Uberaba,MG,A
881,881.0,P1,04/09/2022,Rio das Ostras,RJ,B
882,882.0,P1,04/09/2022,Maceió,AL,A
883,883.0,P1,04/09/2022,Forquilha,CE,A
884,884.0,P1,04/09/2022,Botucatu,SP,A
885,885.0,P1,04/09/2022,Belford Roxo,RJ,A
886,886.0,P1,04/09/2022,Ponta Porã,MS,B
887,887.0,P1,04/09/2022,Guarujá,SP,A
888,888.0,P1,04/09/2022,Brasília,DF,B
889,889.0,P1,04/09/2022,São José da Tapera,AL,B
890,890.0,P1,04/09/2022,São Sebastião do Passé,BA,A
891,891.0,P1,04/09/2022,União,PI,B
892,892.0,P1,04/09/2022,Macuco,RJ,B
893,893.0,P1,04/09/2022,Morada Nova,CE,A
894,894.0,P1,04/09/2022,São Paulo,SP,A
895,895.0,P1,04/09/2022,Juazeiro do Norte,CE,B
896,896.0,P1,04/09/2022,Berizal,MG,B
897,897.0,P1,04/09/2022,Valença,BA,A
898,898.0,P1,04/09/2022,Rio Claro,SP,A
899,899.0,P1,04/09/2022,Feira da Mata,BA,A
900,900.0,P1,04/09/2022,Belo Horizonte,MG,A
901,901.0,P1,04/09/2022,Ijuí,RS,B
902,902.0,P1,04/09/2022,São João da Serra,PI,A
903,903.0,P1,04/09/2022,Quirinópolis,GO,A
904,904.0,P1,04/09/2022,Ubá,MG,A
905,905.0,P1,04/09/2022,Cachoeira Paulista,SP,A
906,906.0,P1,04/09/2022,Extremoz,RN,A
907,907.0,P1,04/09/2022,Paraíso do Tocantins,TO,A
908,908.0,P1,04/09/2022,Mogi Guaçu,SP,A
909,909.0,P1,04/09/2022,Anicuns,GO,B
910,910.0,P1,04/09/2022,Parnaíba,PI,A
911,911.0,P1,04/09/2022,Salinas da Margarida,BA,A
912,912.0,P1,04/09/2022,Rio de Janeiro,RJ,B
913,913.0,P1,04/09/2022,Trindade,GO,B
914,914.0,P1,04/09/2022,Vila Velha,ES,B
915,915.0,P1,04/09/2022,São Luiz,RR,B
916,916.0,P1,04/09/2022,Ouricuri,PE,A
917,917.0,P1,04/09/2022,São José do Rio Preto,SP,B
918,918.0,P1,04/09/2022,Anadia,AL,B
919,919.0,P1,04/09/2022,Porto Walter,AC,A
920,920.0,P1,04/09/2022,Primavera do Leste,MT,B
921,921.0,P1,04/09/2022,Ribeirão Preto,SP,A
922,922.0,P1,04/09/2022,Forquilha,CE,A
923,923.0,P1,04/09/2022,Fortaleza,CE,B
924,924.0,P1,04/09/2022,Santa Teresa,ES,B
925,925.0,P1,04/09/2022,Buíque,PE,B
926,926.0,P1,04/09/2022,Pracuúba,AP,A
927,927.0,P1,04/09/2022,Guarujá,SP,B
928,928.0,P1,04/09/2022,São Miguel do Guaporé,RO,B
929,929.0,P1,04/09/2022,Condado,PB,B
930,930.0,P1,04/09/2022,Brasília,DF,A
931,931.0,P1,04/09/2022,Pilar,AL,A
932,932.0,P1,04/09/2022,São Gonçalo,RJ,A
933,933.0,P1,04/09/2022,Rio Largo,AL,A
934,934.0,P1,04/09/2022,Abreu e Lima,PE,A
935,935.0,P1,04/09/2022,Sobradinho,BA,A
936,936.0,P1,04/09/2022,Oeiras,PI,A
937,937.0,P1,04/09/2022,Valente,BA,A
938,938.0,P1,04/09/2022,Marialva,PR,B
939,939.0,P1,04/09/2022,Gameleira,PE,B
940,940.0,P1,04/09/2022,Palmas,TO,B
941,941.0,P1,04/09/2022,Caxias do Sul,RS,B
942,942.0,P1,04/09/2022,São José do Egito,PE,B
943,943.0,P1,04/09/2022,Monte Belo,MG,A
944,944.0,P1,04/09/2022,Minduri,MG,B
945,945.0,P1,04/09/2022,Cavalcante,GO,B
946,946.0,P1,04/09/2022,Comendador Levy Gasparian,RJ,B
947,947.0,P1,04/09/2022,Manaquiri,AM,A
948,948.0,P1,04/09/2022,Juarina,TO,A
949,949.0,P1,04/09/2022,Guarabira,PB,A
950,950.0,P1,04/09/2022,Itaubal,AP,B
951,951.0,P1,04/09/2022,Itamogi,MG,A
952,952.0,P1,04/09/2022,Aracaju,SE,A
953,953.0,P1,04/09/2022,Cabo Frio,RJ,A
954,954.0,P1,04/09/2022,Serra,ES,A
955,955.0,P1,04/09/2022,Murici,AL,A
956,956.0,P1,04/09/2022,Iguatu,CE,A
957,957.0,P1,04/09/2022,Teresina,PI,A
958,958.0,P1,04/09/2022,Theobroma,RO,B
959,959.0,P1,04/09/2022,Curitiba,PR,B
960,960.0,P1,04/09/2022,Rafard,SP,B
961,961.0,P1,04/09/2022,Bom Jesus,PI,A
962,962.0,P1,04/09/2022,Quebrangulo,AL,B
963,963.0,P1,04/09/2022,Ananindeua,PA,B
964,964.0,P1,04/09/2022,Estância,SE,A
965,965.0,P1,04/09/2022,Senador Canedo,GO,A
966,966.0,P1,04/09/2022,Senador Sá,CE,B
967,967.0,P1,04/09/2022,Mariluz,PR,B
968,968.0,P1,04/09/2022,Forquilha,CE,B
969,969.0,P1,04/09/2022,Anicuns,GO,B
970,970.0,P1,04/09/2022,Santana do Maranhão,MA,A
971,971.0,P1,04/09/2022,Ipu,CE,A
972,972.0,P1,04/09/2022,Caucaia,CE,B
973,973.0,P1,04/09/2022,Loanda,PR,B
974,974.0,P1,04/09/2022,Simões,PI,B
975,975.0,P1,04/09/2022,Brasília,DF,A
976,976.0,P1,04/09/2022,Bayeux,PB,B
977,977.0,P1,04/09/2022,Doutor Severiano,RN,B
978,978.0,P1,04/09/2022,Rio das Ostras,RJ,B
979,979.0,P1,04/09/2022,Divinolândia de Minas,MG,A
980,980.0,P1,04/09/2022,Goiânia,GO,B
