ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P3;18/09/2022;Passo Fundo;RS;B
P3;18/09/2022;Forquilha;CE;B
P3;18/09/2022;Flores de Goiás;GO;A
P3;18/09/2022;São Simão;GO;B
P3;18/09/2022;Astorga;PR;B
P3;18/09/2022;Paraíso do Tocantins;TO;B
P3;18/09/2022;Irupi;ES;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Nazaré;BA;A
P3;18/09/2022;Carapicuíba;SP;B
P3;18/09/2022;Tupã;SP;A
P3;18/09/2022;Água Fria de Goiás;GO;B
P3;18/09/2022;Quiterianópolis;CE;B
P3;18/09/2022;Jericó;PB;A
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Pejuçara;RS;B
P3;18/09/2022;Muaná;PA;A
P3;18/09/2022;Vila Valério;ES;B
P3;18/09/2022;Natal;RN;A
P3;18/09/2022;Selvíria;MS;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;São João da Barra;RJ;B
P3;18/09/2022;Goiânia;GO;B
P3;18/09/2022;Poté;MG;B
P3;18/09/2022;Arroio do Meio;RS;A
P3;18/09/2022;Japorã;MS;A
P3;18/09/2022;Aracaju;SE;A
P3;18/09/2022;João Pessoa;PB;A
P3;18/09/2022;Barão de Melgaço;MT;B
P3;18/09/2022;Vila Valério;ES;B
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Parelhas;RN;B
P3;18/09/2022;Caucaia;CE;A
P3;18/09/2022;Marechal Deodoro;AL;A
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Ipatinga;MG;A
P3;18/09/2022;Santo Antônio do Sudoeste;PR;A
P3;18/09/2022;Inhumas;GO;B
P3;18/09/2022;Meruoca;CE;B
P3;18/09/2022;Vitória do Jari;AP;A
P3;18/09/2022;Pimenta Bueno;RO;A
P3;18/09/2022;Castelo;ES;B
P3;18/09/2022;Chapadinha;MA;A
P3;18/09/2022;Ferreira Gomes;AP;B
P3;18/09/2022;Forquilha;CE;B
P3;18/09/2022;Viçosa;AL;A
P3;18/09/2022;Novo Aripuanã;AM;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Mafra;SC;B
P3;18/09/2022;Maurilândia do Tocantins;TO;A
P3;18/09/2022;Ponta Grossa;PR;B
P3;18/09/2022;Paramoti;CE;A
P3;18/09/2022;Flor do Sertão;SC;B
P3;18/09/2022;Conceição do Lago-Açu;MA;A
P3;18/09/2022;Vale do Paraíso;RO;B
P3;18/09/2022;Missão Velha;CE;A
P3;18/09/2022;Divina Pastora;SE;A
P3;18/09/2022;Sobral;CE;A
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Camapuã;MS;A
P3;18/09/2022;Duas Barras;RJ;B
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Tapauá;AM;B
P3;18/09/2022;Anápolis;GO;B
P3;18/09/2022;Curitibanos;SC;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Cruzeiro do Sul;AC;B
P3;18/09/2022;Itajá;RN;B
P3;18/09/2022;São Paulo;SP;A
P3;18/09/2022;Pontes e Lacerda;MT;B
P3;18/09/2022;Livramento;PB;A
P3;18/09/2022;Lucena;PB;A
P3;18/09/2022;Laranjeiras;SE;A
P3;18/09/2022;Curitiba;PR;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Costa Rica;MS;B
P3;18/09/2022;Baraúna;RN;B
P3;18/09/2022;Baixo Guandu;ES;A
P3;18/09/2022;Duas Barras;RJ;A
P3;18/09/2022;Reserva do Cabaçal;MT;A
P3;18/09/2022;Catunda;CE;A
P3;18/09/2022;Maranhãozinho;MA;B
P3;18/09/2022;Santana do Araguaia;PA;A
P3;18/09/2022;Esteio;RS;A
P3;18/09/2022;Ceará-Mirim;RN;A
P3;18/09/2022;Mossoró;RN;B
P3;18/09/2022;Bento Gonçalves;RS;A
P3;18/09/2022;Rolim de Moura;RO;B
P3;18/09/2022;Esteio;RS;B
P3;18/09/2022;Rio Negrinho;SC;B
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Bariri;SP;B
P3;18/09/2022;Rio das Ostras;RJ;B
P3;18/09/2022;Porto de Moz;PA;B
P3;18/09/2022;Belmonte;SC;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Boa Vista;RR;A
P3;18/09/2022;Quixaba;PE;B
P3;18/09/2022;Aracati;CE;A
P3;18/09/2022;Formoso do Araguaia;TO;A
P3;18/09/2022;Itapura;SP;A
P3;18/09/2022;São Domingos do Araguaia;PA;B
P3;18/09/2022;Rio das Ostras;RJ;A
P3;18/09/2022;São José do Rio Pardo;SP;B
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Aquidabã;SE;A
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;São João de Meriti;RJ;A
P3;18/09/2022;Sidrolândia;MS;B
P3;18/09/2022;Guajará-Mirim;RO;B
P3;18/09/2022;Ribeirão Cascalheira;MT;B
P3;18/09/2022;Palmas;TO;A
P3;18/09/2022;Monte Mor;SP;B
P3;18/09/2022;Varjão;GO;B
P3;18/09/2022;Jaru;RO;B
P3;18/09/2022;Mazagão;AP;B
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Jaboatão dos Guararapes;PE;B
P3;18/09/2022;Cantanhede;MA;A
P3;18/09/2022;São Paulo;SP;B
P3;18/09/2022;Mataraca;PB;B
P3;18/09/2022;Coxim;MS;A
P3;18/09/2022;Aporá;BA;A
P3;18/09/2022;Varre-Sai;RJ;A
P3;18/09/2022;Salinas da Margarida;BA;A
P3;18/09/2022;Flor do Sertão;SC;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Sertânia;PE;B
P3;18/09/2022;Doutor Severiano;RN;A
P3;18/09/2022;São Bento;MA;B
P3;18/09/2022;São José dos Basílios;MA;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Vera Cruz;RS;B
P3;18/09/2022;Tabatinga;AM;B
P3;18/09/2022;Pacajus;CE;A
P3;18/09/2022;São Bernardo do Campo;SP;B
P3;18/09/2022;Paulo Jacinto;AL;B
P3;18/09/2022;Coruripe;AL;A
P3;18/09/2022;Olho d'Água das Cunhãs;MA;A
P3;18/09/2022;Rio de Janeiro;RJ;A
P3;18/09/2022;Vargem Grande;MA;B
P3;18/09/2022;Pimenta Bueno;RO;A
P3;18/09/2022;Recife;PE;A
P3;18/09/2022;Araras;SP;A
P3;18/09/2022;Araguaína;TO;B
P3;18/09/2022;Cáceres;MT;B
P3;18/09/2022;Sarandi;PR;B
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Turvolândia;MG;B
P3;18/09/2022;Garanhuns;PE;A
P3;18/09/2022;Camocim;CE;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Marituba;PA;B
P3;18/09/2022;São Gonçalo;RJ;B
P3;18/09/2022;Córrego Fundo;MG;B
P3;18/09/2022;Canguçu;RS;B
P3;18/09/2022;Jaboatão dos Guararapes;PE;A
P3;18/09/2022;Pedro do Rosário;MA;A
P3;18/09/2022;Divinópolis;MG;A
P3;18/09/2022;Pindaré-Mirim;MA;A
P3;18/09/2022;Rio de Janeiro;RJ;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Maceió;AL;B
P3;18/09/2022;Campinas;SP;B
P3;18/09/2022;Santo Antônio de Posse;SP;A
P3;18/09/2022;Laguna Carapã;MS;A
P3;18/09/2022;Quixaba;PE;B
P3;18/09/2022;Ingá;PB;B
P3;18/09/2022;Paranacity;PR;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Gurupi;TO;B
P3;18/09/2022;José de Freitas;PI;A
P3;18/09/2022;Ariquemes;RO;A
P3;18/09/2022;Divinolândia de Minas;MG;A
P3;18/09/2022;Painel;SC;B
P3;18/09/2022;São José do Rio Preto;SP;B
P3;18/09/2022;Forquilha;CE;A
P3;18/09/2022;Codó;MA;B
P3;18/09/2022;Pontes e Lacerda;MT;A
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Rio Azul;PR;B
P3;18/09/2022;Caetanos;BA;A
P3;18/09/2022;Lagarto;SE;A
P3;18/09/2022;Quixaba;PE;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Doverlândia;GO;B
P3;18/09/2022;Porto Velho;RO;B
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Vila Valério;ES;B
P3;18/09/2022;Peri Mirim;MA;A
P3;18/09/2022;São Paulo;SP;B
P3;18/09/2022;Americana;SP;B
P3;18/09/2022;São Salvador do Tocantins;TO;A
P3;18/09/2022;Manaquiri;AM;B
P3;18/09/2022;Maceió;AL;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Juazeirinho;PB;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Taquara;RS;B
P3;18/09/2022;Araguaçu;TO;A
P3;18/09/2022;Guariba;SP;B
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Jaboatão dos Guararapes;PE;A
P3;18/09/2022;Tarauacá;AC;B
P3;18/09/2022;Talismã;TO;A
P3;18/09/2022;Catolé do Rocha;PB;A
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Chapadão do Lageado;SC;B
P3;18/09/2022;Carlópolis;PR;B
P3;18/09/2022;Bom Lugar;MA;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Camaçari;BA;B
P3;18/09/2022;Itaiópolis;SC;B
P3;18/09/2022;Cruzmaltina;PR;A
P3;18/09/2022;Senador Guiomard;AC;B
P3;18/09/2022;Betânia;PE;B
P3;18/09/2022;Penedo;AL;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Bambuí;MG;A
P3;18/09/2022;Barbosa Ferraz;PR;B
P3;18/09/2022;Mauriti;CE;A
P3;18/09/2022;Quixaba;PE;A
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Três Lagoas;MS;A
P3;18/09/2022;Emilianópolis;SP;B
P3;18/09/2022;Catuípe;RS;B
P3;18/09/2022;Florianópolis;SC;B
P3;18/09/2022;Presidente Kennedy;ES;B
P3;18/09/2022;Traipu;AL;A
P3;18/09/2022;Urupá;RO;B
P3;18/09/2022;Venda Nova do Imigrante;ES;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Piraí do Norte;BA;B
P3;18/09/2022;Camapuã;MS;A
P3;18/09/2022;Nossa Senhora do Livramento;MT;B
P3;18/09/2022;Sete Quedas;MS;A
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Vila Valério;ES;B
P3;18/09/2022;Alto Paraíso;RO;B
P3;18/09/2022;Poço Verde;SE;A
P3;18/09/2022;Brejo dos Santos;PB;B
P3;18/09/2022;Cruzeiro do Sul;AC;B
P3;18/09/2022;Curitiba;PR;B
P3;18/09/2022;Aguiar;PB;A
P3;18/09/2022;Terenos;MS;B
P3;18/09/2022;Lagoa do Sítio;PI;B
P3;18/09/2022;Schroeder;SC;B
P3;18/09/2022;Minas Novas;MG;A
P3;18/09/2022;Goiatins;TO;A
P3;18/09/2022;Santo André;PB;B
P3;18/09/2022;Cantá;RR;B
P3;18/09/2022;Flor do Sertão;SC;A
P3;18/09/2022;Consolação;MG;B
P3;18/09/2022;Nova Friburgo;RJ;A
P3;18/09/2022;Rolim de Moura;RO;B
P3;18/09/2022;Manaquiri;AM;A
P3;18/09/2022;Aurora;CE;A
P3;18/09/2022;Camapuã;MS;A
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Xapuri;AC;B
P3;18/09/2022;Barra Mansa;RJ;B
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;Ipueiras;TO;A
P3;18/09/2022;Belo Horizonte;MG;A
P3;18/09/2022;Epitaciolândia;AC;B
P3;18/09/2022;Mauá;SP;A
P3;18/09/2022;Colinas;MA;A
P3;18/09/2022;Guaraqueçaba;PR;B
P3;18/09/2022;Cabo de Santo Agostinho;PE;A
P3;18/09/2022;Amorinópolis;GO;B
P3;18/09/2022;Ararendá;CE;A
P3;18/09/2022;Limoeiro do Ajuru;PA;B
P3;18/09/2022;São Gonçalo do Amarante;RN;A
P3;18/09/2022;Rio Piracicaba;MG;B
P3;18/09/2022;Itabuna;BA;A
P3;18/09/2022;Jaicós;PI;B
P3;18/09/2022;Anadia;AL;A
P3;18/09/2022;Linhares;ES;B
P3;18/09/2022;Formosa;GO;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Várzea da Palma;MG;A
P3;18/09/2022;Forquilha;CE;A
P3;18/09/2022;Japeri;RJ;A
P3;18/09/2022;Redenção;PA;B
P3;18/09/2022;Cafelândia;PR;B
P3;18/09/2022;Paratinga;BA;A
P3;18/09/2022;Sombrio;SC;A
P3;18/09/2022;Marianópolis do Tocantins;TO;A
P3;18/09/2022;Rio de Janeiro;RJ;B
P3;18/09/2022;Araguari;MG;A
P3;18/09/2022;São Leopoldo;RS;B
P3;18/09/2022;Belo Horizonte;MG;B
P3;18/09/2022;Porto Velho;RO;B
P3;18/09/2022;Tanque do Piauí;PI;A
P3;18/09/2022;Matinha;MA;A
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Ilha Comprida;SP;B
P3;18/09/2022;Maceió;AL;B
P3;18/09/2022;Santana de Mangueira;PB;B
P3;18/09/2022;Castelo;ES;B
P3;18/09/2022;Goiânia;GO;A
P3;18/09/2022;Acari;RN;B
P3;18/09/2022;Apuiarés;CE;B
P3;18/09/2022;Nilópolis;RJ;B
P3;18/09/2022;Rio Negro;MS;A
P3;18/09/2022;Itauçu;GO;B
P3;18/09/2022;Ibateguara;AL;B
P3;18/09/2022;Nova Floresta;PB;A
P3;18/09/2022;Garuva;SC;B
P3;18/09/2022;Tamboara;PR;B
P3;18/09/2022;Guarapari;ES;B
P3;18/09/2022;Bandeirantes;PR;B
P3;18/09/2022;São José de Ribamar;MA;A
P3;18/09/2022;Itapipoca;CE;B
P3;18/09/2022;Volta Redonda;RJ;B
P3;18/09/2022;Candeal;BA;A
P3;18/09/2022;Belmiro Braga;MG;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Esperantinópolis;MA;A
P3;18/09/2022;Jataí;GO;B
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Coqueiros do Sul;RS;B
P3;18/09/2022;Atalaia;AL;B
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Curitiba;PR;A
P3;18/09/2022;São João da Baliza;RR;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Jateí;MS;B
P3;18/09/2022;Brasiléia;AC;B
P3;18/09/2022;Mossoró;RN;A
P3;18/09/2022;Marabá;PA;B
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Curitiba;PR;A
P3;18/09/2022;Araruna;PR;A
P3;18/09/2022;São Bento do Norte;RN;A
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Quixaba;PB;B
P3;18/09/2022;Juruá;AM;B
P3;18/09/2022;Guiratinga;MT;A
P3;18/09/2022;Forquilha;CE;A
P3;18/09/2022;São Roque do Canaã;ES;B
P3;18/09/2022;Ponto Chique;MG;A
P3;18/09/2022;Primavera;PE;A
P3;18/09/2022;São Fidélis;RJ;B
P3;18/09/2022;Nova Brasilândia D'Oeste;RO;A
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Ipiguá;SP;A
P3;18/09/2022;Santa Helena;PB;B
P3;18/09/2022;Gurjão;PB;B
P3;18/09/2022;Ji-Paraná;RO;A
P3;18/09/2022;Cornélio Procópio;PR;B
P3;18/09/2022;Parnamirim;RN;A
P3;18/09/2022;Tubarão;SC;A
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Ipameri;GO;B
P3;18/09/2022;São João da Paraúna;GO;A
P3;18/09/2022;Vale do Anari;RO;A
P3;18/09/2022;José de Freitas;PI;A
P3;18/09/2022;Normandia;RR;B
P3;18/09/2022;Morro Cabeça no Tempo;PI;B
P3;18/09/2022;Camalaú;PB;B
P3;18/09/2022;Águas Lindas de Goiás;GO;B
P3;18/09/2022;Lagoa da Canoa;AL;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Itaituba;PA;B
P3;18/09/2022;São Mateus;ES;B
P3;18/09/2022;Santópolis do Aguapeí;SP;B
P3;18/09/2022;São José do Rio Preto;SP;A
P3;18/09/2022;Pracuúba;AP;A
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;Parintins;AM;B
P3;18/09/2022;Belém;PA;A
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Goiânia;GO;B
P3;18/09/2022;Feira da Mata;BA;B
P3;18/09/2022;Cruzeiro do Sul;AC;B
P3;18/09/2022;Poço Redondo;SE;B
P3;18/09/2022;Uberaba;MG;B
P3;18/09/2022;Muricilândia;TO;B
P3;18/09/2022;Rolim de Moura;RO;A
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Sapeaçu;BA;A
P3;18/09/2022;Tupiratins;TO;B
P3;18/09/2022;Quixaba;PE;A
P3;18/09/2022;Belo Horizonte;MG;B
P3;18/09/2022;Cabedelo;PB;A
P3;18/09/2022;Cocos;BA;A
P3;18/09/2022;Japaratuba;SE;B
P3;18/09/2022;Rio de Janeiro;RJ;B
P3;18/09/2022;Heliópolis;BA;A
P3;18/09/2022;Mazagão;AP;A
P3;18/09/2022;Muliterno;RS;B
P3;18/09/2022;Artur Nogueira;SP;A
P3;18/09/2022;Augustinópolis;TO;A
P3;18/09/2022;Consolação;MG;A
P3;18/09/2022;Salinas da Margarida;BA;A
P3;18/09/2022;Limoeiro de Anadia;AL;B
P3;18/09/2022;Boca da Mata;AL;B
P3;18/09/2022;Capanema;PA;A
P3;18/09/2022;Belmiro Braga;MG;A
P3;18/09/2022;Tocantinópolis;TO;B
P3;18/09/2022;Lobato;PR;B
P3;18/09/2022;Joinville;SC;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Capixaba;AC;B
P3;18/09/2022;Quixaba;PE;A
P3;18/09/2022;Espírito Santo;RN;A
P3;18/09/2022;Varjota;CE;A
P3;18/09/2022;Ibirama;SC;B
P3;18/09/2022;Silves;AM;B
P3;18/09/2022;Comendador Levy Gasparian;RJ;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Benedito Novo;SC;B
P3;18/09/2022;Alto Alegre;RR;A
P3;18/09/2022;João Dourado;BA;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;Patrocínio;MG;B
P3;18/09/2022;Vila Velha;ES;B
P3;18/09/2022;Rio das Ostras;RJ;B
P3;18/09/2022;Axixá;MA;A
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Ibirubá;RS;B
P3;18/09/2022;Anadia;AL;A
P3;18/09/2022;Marechal Deodoro;AL;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;Avelino Lopes;PI;A
P3;18/09/2022;Colorado do Oeste;RO;B
P3;18/09/2022;Jaru;RO;B
P3;18/09/2022;Belém;PA;A
P3;18/09/2022;Itaporã;MS;A
P3;18/09/2022;Maribondo;AL;A
P3;18/09/2022;Campos Sales;CE;A
P3;18/09/2022;Amapá;AP;B
P3;18/09/2022;Matinha;MA;B
P3;18/09/2022;São Gabriel da Cachoeira;AM;B
P3;18/09/2022;Campo Grande;AL;A
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Olho d'Água do Casado;AL;A
P3;18/09/2022;Guaraí;TO;B
P3;18/09/2022;São Félix do Tocantins;TO;B
P3;18/09/2022;Conceição do Almeida;BA;A
P3;18/09/2022;Cambará;PR;A
P3;18/09/2022;Pedro Gomes;MS;B
P3;18/09/2022;Santa Maria de Jetibá;ES;A
P3;18/09/2022;Missão Velha;CE;A
P3;18/09/2022;Porto Alegre;RS;A
P3;18/09/2022;Maracanaú;CE;A
P3;18/09/2022;Japoatã;SE;A
P3;18/09/2022;Rio Branco;AC;A
P3;18/09/2022;São Domingos do Capim;PA;B
P3;18/09/2022;Portão;RS;A
P3;18/09/2022;Aquidabã;SE;A
P3;18/09/2022;Santa Maria de Jetibá;ES;B
P3;18/09/2022;Salvador;BA;A
P3;18/09/2022;São José dos Basílios;MA;A
P3;18/09/2022;Campo Magro;PR;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Camalaú;PB;B
P3;18/09/2022;Goianésia;GO;B
P3;18/09/2022;Itapevi;SP;B
P3;18/09/2022;Coreaú;CE;A
P3;18/09/2022;Pracuúba;AP;A
P3;18/09/2022;São José da Tapera;AL;B
P3;18/09/2022;Canguaretama;RN;B
P3;18/09/2022;Itauçu;GO;A
P3;18/09/2022;São Luís;MA;A
P3;18/09/2022;Jataí;GO;B
P3;18/09/2022;Campo Grande;MS;A
P3;18/09/2022;Porangatu;GO;A
P3;18/09/2022;Tupã;SP;A
P3;18/09/2022;Nova Olinda;TO;B
P3;18/09/2022;Doutor Severiano;RN;A
P3;18/09/2022;Guaíba;RS;B
P3;18/09/2022;Itumirim;MG;B
P3;18/09/2022;São Gabriel da Cachoeira;AM;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Guariba;SP;A
P3;18/09/2022;Normandia;RR;A
P3;18/09/2022;Santa Rosa de Lima;SE;A
P3;18/09/2022;Assis Brasil;AC;B
P3;18/09/2022;Jericó;PB;A
P3;18/09/2022;Várzea Alegre;CE;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Ribeirão Pires;SP;A
P3;18/09/2022;Laranja da Terra;ES;B
P3;18/09/2022;Carlópolis;PR;A
P3;18/09/2022;Alvorada;RS;A
P3;18/09/2022;Mata de São João;BA;A
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Nova Alvorada do Sul;MS;A
P3;18/09/2022;João Pessoa;PB;A
P3;18/09/2022;Floresta do Araguaia;PA;B
P3;18/09/2022;Cristalina;GO;A
P3;18/09/2022;Tapejara;PR;B
P3;18/09/2022;Lins;SP;B
P3;18/09/2022;Jericó;PB;B
P3;18/09/2022;São Paulo;SP;A
P3;18/09/2022;Augustinópolis;TO;B
P3;18/09/2022;Brasnorte;MT;B
P3;18/09/2022;Água Boa;MT;A
P3;18/09/2022;Graça Aranha;MA;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Parnamirim;PE;A
P3;18/09/2022;Brasiléia;AC;B
P3;18/09/2022;Itabaiana;SE;A
P3;18/09/2022;Campo Grande;MS;A
P3;18/09/2022;Presidente Médici;RO;B
P3;18/09/2022;Iraceminha;SC;B
P3;18/09/2022;Colatina;ES;A
P3;18/09/2022;Minaçu;GO;A
P3;18/09/2022;Penalva;MA;B
P3;18/09/2022;São Francisco do Oeste;RN;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Aparecida de Goiânia;GO;B
P3;18/09/2022;Itaiópolis;SC;A
P3;18/09/2022;Canaã dos Carajás;PA;B
P3;18/09/2022;Araguaína;TO;B
P3;18/09/2022;Nova Soure;BA;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Ribeirão do Pinhal;PR;B
P3;18/09/2022;Ji-Paraná;RO;A
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Rio Branco;AC;B
P3;18/09/2022;Estrela de Alagoas;AL;A
P3;18/09/2022;Curvelândia;MT;A
P3;18/09/2022;Atalaia;AL;A
P3;18/09/2022;Careiro da Várzea;AM;B
P3;18/09/2022;Almirante Tamandaré;PR;A
P3;18/09/2022;Divina Pastora;SE;A
P3;18/09/2022;Horizonte;CE;A
P3;18/09/2022;Vassouras;RJ;B
P3;18/09/2022;Feijó;AC;B
P3;18/09/2022;Rio de Janeiro;RJ;B
P3;18/09/2022;Marcos Parente;PI;B
P3;18/09/2022;Anadia;AL;A
P3;18/09/2022;Maués;AM;B
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Goiânia;GO;A
P3;18/09/2022;Santo Antônio do Leste;MT;B
P3;18/09/2022;Campinorte;GO;A
P3;18/09/2022;Fortaleza;CE;A
P3;18/09/2022;Portão;RS;A
P3;18/09/2022;Ingazeira;PE;A
P3;18/09/2022;Rafael Jambeiro;BA;A
P3;18/09/2022;Aparecida;PB;A
P3;18/09/2022;Juazeiro do Norte;CE;B
P3;18/09/2022;Centro Novo do Maranhão;MA;A
P3;18/09/2022;Santo Antônio do Descoberto;GO;A
P3;18/09/2022;Natal;RN;A
P3;18/09/2022;Itiquira;MT;B
P3;18/09/2022;Poxoréu;MT;B
P3;18/09/2022;Cuiabá;MT;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Parnaguá;PI;A
P3;18/09/2022;Parnaíba;PI;A
P3;18/09/2022;Amambai;MS;B
P3;18/09/2022;São Francisco de Assis do Piauí;PI;A
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Ipixuna;AM;A
P3;18/09/2022;Uruaçu;GO;A
P3;18/09/2022;Salgado;SE;B
P3;18/09/2022;Confresa;MT;A
P3;18/09/2022;Rio das Ostras;RJ;A
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Nazaré da Mata;PE;B
P3;18/09/2022;Caçador;SC;B
P3;18/09/2022;Anori;AM;A
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Marechal Thaumaturgo;AC;A
P3;18/09/2022;São Caitano;PE;A
P3;18/09/2022;Teresina;PI;B
P3;18/09/2022;Londrina;PR;B
P3;18/09/2022;Nazaré da Mata;PE;A
P3;18/09/2022;Ibitirama;ES;B
P3;18/09/2022;Lavras da Mangabeira;CE;A
P3;18/09/2022;Guaraí;TO;A
P3;18/09/2022;Bezerros;PE;B
P3;18/09/2022;Joaçaba;SC;B
P3;18/09/2022;Mossoró;RN;B
P3;18/09/2022;Caapiranga;AM;B
P3;18/09/2022;Aracaju;SE;A
P3;18/09/2022;Rosário do Catete;SE;A
P3;18/09/2022;Manaus;AM;B
P3;18/09/2022;Guarujá;SP;A
P3;18/09/2022;Guarapari;ES;A
P3;18/09/2022;Ipecaetá;BA;A
P3;18/09/2022;Quebrangulo;AL;A
P3;18/09/2022;Araguanã;MA;A
P3;18/09/2022;Jaguaquara;BA;A
P3;18/09/2022;Goiatuba;GO;B
P3;18/09/2022;São Félix do Xingu;PA;A
P3;18/09/2022;Bandeirantes;MS;B
P3;18/09/2022;Formosa;GO;B
P3;18/09/2022;Curionópolis;PA;B
P3;18/09/2022;Laranjal do Jari;AP;B
P3;18/09/2022;Águas de Chapecó;SC;B
P3;18/09/2022;Jaru;RO;B
P3;18/09/2022;Witmarsum;SC;B
P3;18/09/2022;Londrina;PR;B
P3;18/09/2022;Rorainópolis;RR;B
P3;18/09/2022;Forquilha;CE;B
P3;18/09/2022;Santa Quitéria;CE;A
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Guaraí;TO;B
P3;18/09/2022;Itaguaçu;ES;B
P3;18/09/2022;João Pessoa;PB;A
P3;18/09/2022;Jaraguá do Sul;SC;B
P3;18/09/2022;Portão;RS;B
